Date,Open,High,Low,Close,Adj Close,Volume
2023-03-17,87.615997,87.974998,87.593002,87.615997,87.615997,0
2023-03-20,86.787003,88.485001,86.787003,87.942001,87.942001,0
2023-03-21,88.367996,89.083000,88.334999,88.367996,88.367996,0
2023-03-22,88.987999,89.156998,88.883003,88.996002,88.996002,0
2023-03-23,89.615997,89.745003,89.279999,89.625000,89.625000,0
2023-03-24,89.038002,89.056000,88.308998,89.045998,89.045998,0
2023-03-27,88.529999,88.771004,88.473000,88.526001,88.526001,0
2023-03-28,88.745003,89.029999,88.690002,88.753998,88.753998,0
2023-03-29,89.018997,89.360001,88.907997,88.982002,88.982002,0
2023-03-30,89.039001,89.596001,88.906998,89.055000,89.055000,0
2023-03-31,89.458000,89.609001,89.123001,89.442001,89.442001,0
2023-04-03,88.871002,89.666000,88.857002,89.026001,89.026001,0
2023-04-04,89.597000,90.011002,89.392998,89.597000,89.597000,0
2023-04-05,89.888000,89.990997,89.292999,89.896004,89.896004,0
2023-04-06,89.278000,89.382004,89.084999,89.278000,89.278000,0
2023-04-07,89.305000,89.315002,88.290001,89.305000,89.305000,0
2023-04-10,89.306000,89.306000,88.289001,89.306000,89.306000,0
2023-04-11,88.317001,89.628998,88.317001,88.317001,88.317001,0
2023-04-12,89.508003,90.100998,89.499001,89.515999,89.515999,0
2023-04-13,90.042999,90.292999,89.926003,90.059998,90.059998,0
2023-04-14,90.163002,90.387001,89.821999,90.186996,90.186996,0
2023-04-17,89.958000,90.024002,89.392998,89.907997,89.907997,0
2023-04-18,89.517998,90.011002,89.462997,89.511002,89.511002,0
2023-04-19,90.046997,90.105003,89.727997,90.029999,90.029999,0
2023-04-20,90.099998,90.141998,89.783997,90.098000,90.098000,0
2023-04-21,90.011002,90.132004,89.775002,90.011002,90.011002,0
2023-04-24,89.068901,90.333000,89.068901,90.089996,90.089996,0
2023-04-25,90.519997,90.616997,89.890999,90.519997,90.519997,0
2023-04-26,89.936996,90.619003,89.861000,89.936996,89.936996,0
2023-04-27,90.220001,90.328003,89.889000,90.227997,90.227997,0
2023-04-28,90.125999,90.246002,89.581001,90.119003,90.119003,0
2023-05-01,88.852997,88.852997,88.852997,89.976997,89.976997,0
2023-05-02,88.852997,90.018997,88.852997,88.852997,88.852997,0
2023-05-03,89.964996,90.335999,89.916000,89.948997,89.948997,0
2023-05-04,90.442001,90.584999,89.774002,90.454002,90.454002,0
2023-05-05,89.987000,90.189003,89.642998,89.996002,89.996002,0
2023-05-08,89.047997,90.303001,89.047997,89.972000,89.972000,0
2023-05-09,89.856003,90.148003,89.788002,89.845001,89.845001,0
2023-05-10,89.956001,90.060997,89.676003,89.940002,89.940002,0
2023-05-11,89.901001,90.007004,89.449997,89.903999,89.903999,0
2023-05-12,89.524002,89.751999,89.149002,89.513000,89.513000,0
2023-05-15,88.630997,89.519997,88.630997,89.098000,89.098000,0
2023-05-16,89.385002,89.564003,89.260002,89.367996,89.367996,0
2023-05-17,89.346001,89.433998,89.023003,89.330002,89.330002,0
2023-05-18,89.236000,89.345001,88.996002,89.278999,89.278999,0
2023-05-19,89.065002,89.628998,88.940002,89.056000,89.056000,0
2023-05-22,88.234200,89.646004,88.234200,89.498001,89.498001,0
2023-05-23,89.466003,89.544998,89.094002,89.446999,89.446999,0
2023-05-24,89.133003,89.223000,88.818001,89.125000,89.125000,0
2023-05-25,88.829002,88.829002,88.581001,88.837997,88.837997,0
2023-05-26,88.651001,88.810997,88.325996,88.651001,88.651001,0
2023-05-29,87.760101,88.648003,87.760101,87.760101,87.760101,0
2023-05-30,88.374001,88.745003,88.250999,88.374001,88.374001,0
2023-05-31,88.656998,88.674004,88.003998,88.666000,88.666000,0
2023-06-01,88.316002,88.439003,87.885002,88.322998,88.322998,0
2023-06-02,88.466003,88.630997,88.196999,88.449997,88.449997,0
2023-06-05,87.586800,88.426003,87.586800,88.135002,88.135002,0
2023-06-06,88.306000,88.603996,88.032997,88.297997,88.297997,0
2023-06-07,88.207001,88.519997,87.984001,88.190002,88.190002,0
2023-06-08,88.387001,88.888000,88.269997,88.378998,88.378998,0
2023-06-09,88.888000,88.912003,88.515999,88.900002,88.900002,0
2023-06-12,87.732697,88.863998,87.732697,88.540001,88.540001,0
2023-06-13,88.619003,88.977997,88.598999,88.623001,88.623001,0
2023-06-14,88.649002,88.921997,88.498001,88.653000,88.653000,0
2023-06-15,88.873001,89.565002,88.694000,88.880997,88.880997,0
2023-06-16,89.578003,89.769997,89.385002,89.586998,89.586998,0
2023-06-19,88.610603,89.616997,88.610603,89.558998,89.558998,0
2023-06-20,89.396004,89.769997,89.305000,89.403999,89.403999,0
2023-06-21,89.446999,89.807999,89.389999,89.455002,89.455002,0
2023-06-22,89.963997,90.169998,89.654999,89.988998,89.988998,0
2023-06-23,89.703003,89.726997,88.894997,89.723000,89.723000,0
2023-06-26,88.091599,89.502998,88.090599,89.224998,89.224998,0
2023-06-27,89.369003,89.897003,89.337997,89.380997,89.380997,0
2023-06-28,89.775002,89.852997,89.348000,89.778999,89.778999,0
2023-06-29,89.463997,89.656998,89.099998,89.480003,89.480003,0
2023-06-30,89.126999,89.586998,88.843002,89.102997,89.102997,0
2023-07-03,88.013000,89.477997,88.012001,88.013000,88.013000,0
2023-07-04,89.335999,89.380997,89.216003,89.351997,89.351997,0
2023-07-05,89.143997,89.584000,89.083000,89.124001,89.124001,0
2023-07-06,89.366997,89.954002,89.191002,89.359001,89.359001,0
2023-07-07,90.043999,90.517998,89.847000,90.069000,90.069000,0
2023-07-10,89.149002,90.714996,89.149002,89.149002,89.149002,0
2023-07-11,90.731003,90.818001,90.421997,90.747002,90.747002,0
2023-07-12,90.658997,91.175003,90.553001,90.675003,90.675003,0
2023-07-13,91.296997,91.823997,91.249001,91.238998,91.238998,0
2023-07-14,92.021004,92.301003,91.922997,92.004997,92.004997,0
2023-07-17,92.084000,92.264999,91.144699,92.084000,92.084000,0
2023-07-18,92.124001,92.376999,91.982002,92.133003,92.133003,0
2023-07-19,92.070999,92.204002,91.620003,92.064003,92.064003,0
2023-07-20,91.871002,92.053001,91.283997,91.855003,91.855003,0
2023-07-21,91.291000,91.362000,91.064003,91.315002,91.315002,0
2023-07-24,90.222099,91.178001,90.222099,90.222099,90.222099,0
2023-07-25,90.446999,90.601997,90.174004,90.431000,90.431000,0
2023-07-26,90.377998,90.833000,90.295998,90.370003,90.370003,0
2023-07-27,90.718002,91.268997,90.078003,90.709999,90.709999,0
2023-07-28,90.125999,90.761002,90.015999,90.128998,90.128998,0
2023-07-31,89.389999,90.783997,89.389999,89.389999,89.389999,0
2023-08-01,90.357002,90.434998,90.084000,90.355003,90.355003,0
2023-08-02,90.502998,90.708000,90.334999,90.526001,90.526001,0
2023-08-03,90.452003,90.652000,90.230003,90.392998,90.392998,0
2023-08-04,90.579002,91.232002,90.496002,90.574997,90.574997,0
2023-08-07,89.615997,91.021004,89.615997,89.615997,89.615997,0
2023-08-08,91.033997,91.073997,90.530998,90.966003,90.966003,0
2023-08-09,90.667000,91.028000,90.667000,90.667000,90.667000,0
2023-08-10,90.875999,91.280998,90.780998,90.885002,90.885002,0
2023-08-11,90.870003,91.019997,90.662003,90.875000,90.875000,0
2023-08-14,90.086098,90.954002,90.086098,90.086098,90.086098,0
2023-08-15,90.684998,91.142998,90.609001,90.646004,90.646004,0
2023-08-16,90.635002,92.514000,90.556000,90.642998,90.642998,0
2023-08-17,90.490997,90.571999,90.110001,90.490997,90.490997,0
2023-08-18,90.306000,90.349998,90.306000,90.306000,90.306000,0
2023-08-21,89.319000,90.608002,89.319000,90.305000,90.305000,0
2023-08-22,90.492996,90.698997,89.862999,90.480003,90.480003,0
2023-08-23,90.042999,90.084000,89.242996,90.031998,90.031998,0
2023-08-24,89.602997,89.681000,89.289001,89.597000,89.597000,0
2023-08-25,89.169998,89.405998,88.945000,89.162003,89.162003,0
2023-08-28,88.312500,89.339996,88.312500,89.026001,89.026001,0
2023-08-29,89.447998,89.598000,89.179001,89.436996,89.436996,0
2023-08-30,89.602997,90.316002,89.574997,89.595001,89.595001,0
2023-08-31,90.310997,90.329002,89.540001,90.320000,90.320000,0
2023-09-01,89.552002,89.818001,89.117996,89.554001,89.554001,0
2023-09-04,88.750702,89.300003,88.750702,88.750702,88.750702,0
2023-09-05,89.221001,89.313004,88.870003,89.222000,89.222000,0
2023-09-06,89.041000,89.269997,88.904999,89.037003,89.037003,0
2023-09-07,89.179001,89.259003,88.849998,89.179001,89.179001,0
2023-09-08,88.858002,89.124001,88.676003,88.858002,88.858002,0
2023-09-11,87.809303,89.093002,87.809303,87.809303,87.809303,0
2023-09-12,89.065002,89.155998,88.689003,89.091003,89.091003,0
2023-09-13,89.014999,89.162003,88.873001,89.007004,89.007004,0
2023-09-14,88.959999,89.098999,88.392998,88.971001,88.971001,0
2023-09-15,88.217003,88.712997,88.217003,88.227997,88.227997,0
2023-09-18,87.463799,88.987999,87.463799,88.503998,88.503998,0
2023-09-19,88.938004,89.094002,88.836998,88.962997,88.962997,0
2023-09-20,88.795998,88.932999,88.713997,88.791000,88.791000,0
2023-09-21,88.382004,88.633003,88.185997,88.417999,88.417999,0
2023-09-22,88.278999,88.410004,87.920998,88.277000,88.277000,0
2023-09-25,87.178596,88.519997,87.178596,88.375000,88.375000,0
2023-09-26,87.870003,88.250000,87.850998,87.862000,87.862000,0
2023-09-27,87.977997,87.977997,87.358002,87.956001,87.956001,0
2023-09-28,87.392998,87.860001,87.214996,87.392998,87.392998,0
2023-09-29,87.808998,88.101997,87.738998,87.797997,87.797997,0
2023-10-02,87.102997,88.000999,87.102997,87.102997,87.102997,0
2023-10-03,87.116997,87.200996,86.875999,87.116997,87.116997,0
2023-10-04,87.054001,87.591003,86.958000,87.055000,87.055000,0
2023-10-05,87.417999,88.902000,87.318001,87.417999,87.417999,0
2023-10-06,87.832001,88.000999,87.227997,87.830002,87.830002,0
2023-10-09,86.847900,87.884003,86.847900,87.930000,87.930000,0
2023-10-10,88.025002,88.216003,87.760002,88.013000,88.013000,0
2023-10-11,88.294998,88.307999,88.042000,88.197998,88.197998,0
2023-10-12,88.222000,88.392998,87.725998,88.319000,88.319000,0
2023-10-13,87.639000,87.806000,87.309998,87.646004,87.646004,0
2023-10-16,86.558197,87.728996,86.558197,86.558197,86.558197,0
2023-10-17,86.707001,88.079002,85.975998,87.749001,87.749001,0
2023-10-18,87.954002,88.115997,87.597000,87.947998,87.947998,0
2023-10-19,87.612000,87.879997,87.235001,87.641998,87.641998,0
2023-10-20,87.910004,88.037003,87.690002,87.901001,87.901001,0
2023-10-23,86.986702,88.379997,86.986702,88.042000,88.042000,0
2023-10-24,88.484001,88.699997,87.810997,88.484001,88.484001,0
2023-10-25,87.858002,88.079002,85.970001,87.858002,87.858002,0
2023-10-26,87.793999,87.806000,87.557999,87.942001,87.942001,0
2023-10-27,87.907997,88.163002,87.620003,87.900002,87.900002,0
2023-10-30,86.858002,88.396004,86.858002,86.858002,86.858002,0
2023-10-31,88.289001,88.734001,87.921997,88.286003,88.286003,0
2023-11-01,87.983002,88.021004,87.560997,87.983002,87.983002,0
2023-11-02,88.072998,88.671997,88.028000,88.046997,88.046997,0
2023-11-03,88.291000,89.185997,88.288002,88.293999,88.293999,0
2023-11-06,87.610802,89.410004,87.610802,89.109001,89.109001,0
2023-11-07,89.129997,89.129997,88.726997,89.122002,89.122002,0
2023-11-08,88.930000,89.094002,88.684998,88.949997,88.949997,0
2023-11-09,89.072998,89.220001,88.894997,89.050003,89.050003,0
2023-11-10,88.731003,89.037003,88.717003,88.737999,88.737999,0
2023-11-13,87.935204,89.066002,87.935204,87.935204,87.935204,0
2023-11-14,88.931000,90.028000,88.829002,88.940002,88.940002,0
2023-11-15,90.166000,90.359001,90.014000,90.166000,90.166000,0
2023-11-16,90.125999,90.572998,89.995003,90.125999,90.125999,0
2023-11-17,92.009003,92.009003,90.067001,90.130997,90.130997,0
2023-11-20,89.473198,91.143997,89.473198,89.473198,89.473198,0
2023-11-21,91.117996,91.322998,90.882004,91.117996,91.117996,0
2023-11-22,90.825996,90.903000,90.365997,90.825996,90.825996,0
2023-11-23,90.893997,90.978996,90.497002,90.883003,90.883003,0
2023-11-24,90.803001,91.150002,90.721001,90.803001,90.803001,0
2023-11-27,89.983299,91.308998,89.983299,91.098000,91.098000,0
2023-11-28,91.195999,91.651001,91.084000,91.195999,91.195999,0
2023-11-29,91.563004,91.730003,91.268997,91.563004,91.563004,0
2023-11-30,91.208000,91.459999,90.786003,91.213997,91.213997,0
2023-12-01,90.682999,90.879997,90.167999,90.651001,90.651001,0
2023-12-04,89.747002,90.788002,89.747002,89.747002,89.747002,0
2023-12-05,90.321999,90.364998,89.807999,90.302002,90.302002,0
2023-12-06,89.860001,89.947998,89.716003,89.862000,89.862000,0
2023-12-07,89.555000,89.906998,89.545998,89.667000,89.667000,0
2023-12-08,89.879997,89.954002,89.472000,89.872002,89.872002,0
2023-12-11,88.909500,89.950500,88.909500,88.909500,88.909500,0
2023-12-12,89.629997,90.121002,89.625999,89.629997,89.629997,0
2023-12-13,89.963997,90.033997,89.796997,89.968002,89.968002,0
2023-12-14,90.570000,91.570000,90.544998,90.556999,90.556999,0
2023-12-15,91.487999,91.581001,90.433998,91.487000,91.487000,0
2023-12-18,90.041397,90.782997,90.041397,90.041397,90.041397,0
2023-12-19,90.670998,91.213997,90.650002,90.674004,90.674004,0
2023-12-20,91.141998,91.196999,90.896004,91.149002,91.149002,0
2023-12-21,90.959000,91.477997,90.924004,90.959000,90.959000,0
2023-12-22,91.323997,91.685997,91.323997,91.317001,91.317001,0
2023-12-25,90.670197,91.514999,90.670197,90.670197,90.670197,0
2023-12-26,90.670197,91.514999,90.670197,90.670197,90.670197,0
2023-12-27,90.670197,92.522003,90.670197,90.670197,90.670197,0
2023-12-28,92.415001,92.578003,92.008003,92.415001,92.415001,0
2023-12-29,91.954002,92.123001,91.846001,91.897003,91.897003,0
2024-01-01,91.141998,91.141998,91.141998,91.790001,91.790001,0
2024-01-02,91.141998,91.911003,91.060997,91.141998,91.141998,0
2024-01-03,91.061996,91.309998,90.725998,91.057999,91.057999,0
2024-01-04,90.894997,91.226997,90.860001,90.980003,90.980003,0
2024-01-05,91.046997,91.291000,90.455002,91.036003,91.036003,0
2024-01-08,89.755699,91.084000,89.755699,89.755699,89.755699,0
2024-01-09,90.859001,91.002998,90.621002,90.858002,90.858002,0
2024-01-10,90.844002,90.988998,90.667999,90.803001,90.803001,0
2024-01-11,91.027000,91.150002,90.732002,91.041000,91.041000,0
2024-01-12,91.158997,91.189003,90.620003,91.143997,91.143997,0
2024-01-15,89.785103,90.717003,89.785103,90.663002,90.663002,0
2024-01-16,90.638000,90.640999,90.218002,90.648003,90.648003,0
2024-01-17,90.313004,90.412003,90.144997,90.313004,90.313004,0
2024-01-18,90.348999,90.589996,90.151001,90.442001,90.442001,0
2024-01-19,90.404999,90.473999,90.251999,90.386002,90.386002,0
2024-01-22,89.437202,90.602997,89.437202,89.437202,89.437202,0
2024-01-23,90.306999,90.612999,89.893997,90.306000,90.306000,0
2024-01-24,90.277000,90.738998,90.166000,90.282997,90.282997,0
2024-01-25,90.333000,90.511002,89.890999,90.346001,90.346001,0
2024-01-26,90.091003,90.370003,89.824997,90.099998,90.099998,0
2024-01-29,89.306000,90.115997,89.306000,90.124001,90.124001,0
2024-01-30,90.065002,90.140999,89.794998,90.025002,90.025002,0
2024-01-31,90.049004,90.300003,89.663002,90.049004,90.049004,0
2024-02-01,89.624001,90.047997,89.386002,89.617996,89.617996,0
2024-02-02,90.089996,90.273003,89.438004,90.084000,90.084000,0
2024-02-05,89.218201,89.482002,89.013000,89.218201,89.218201,0
2024-02-06,89.121002,89.292000,88.987999,89.121002,89.121002,0
2024-02-07,89.261002,89.394997,89.174004,89.261002,89.261002,0
2024-02-08,89.406998,89.458000,89.079002,89.401001,89.401001,0
2024-02-09,89.289001,89.529999,89.276001,89.278000,89.278000,0
2024-02-12,88.418404,89.594002,88.418404,89.444000,89.444000,0
2024-02-13,89.358002,89.511002,88.843002,89.309998,89.309998,0
2024-02-14,88.862000,89.032997,88.733002,88.862000,88.862000,0
2024-02-15,88.987000,89.440002,88.930000,89.036003,89.036003,0
2024-02-16,89.347000,89.411003,89.046997,89.357002,89.357002,0
